Alignment ID	Average Rt(min)	Average Mz	Adduct type	Fill %	S/N average	MS1 isotopic spectrum	MS/MS spectrum	NC	NC	NC	NC	NC	NC	NC	UC	UC	UC	UC	UC	UC	UC	CS	CS	CS	CS	CS	CS	CS
327	3.572	112.98093	[M-H]-	0.016	79.95	112.98093:9020 113.98428:628 114.98764:82		2.67354E-06	5.67013E-06	1.23554E-05	6.78235E-06	9.92628E-06	2.49073E-06	2.78489E-06	2.06574E-06	8.75276E-07	1.10085E-06	2.94512E-06	2.63499E-06	1.1416E-06	9.62212E-07	2.54862E-05	2.84618E-06	2.5612E-06	1.87987E-06	4.07203E-07	3.02611E-06	1.34082E-06
328	3.839	112.98095	[M-H]-	0.016	64.14	112.98095:7274 113.9843:296 114.98766:67		6.23487E-06	2.41934E-06	3.33312E-06	3.25828E-06	2.79947E-06	2.51712E-06	4.74845E-06	2.83909E-06	2.24289E-06	1.74944E-06	8.14609E-07	7.01985E-07	1.04549E-06	1.20906E-06	5.37888E-06	2.52293E-06	8.90062E-07	8.67204E-07	1.04782E-06	1.21802E-06	1.91148E-06
329	2.798	112.98097	[M-H]-	0.032	30.54	112.98097:9767 113.98432:132 114.98768:102		7.16006E-06	1.52544E-05	1.67072E-05	2.90806E-06	5.08965E-06	1.73929E-05	1.45016E-05	1.4025E-06	4.33209E-06	7.44119E-06	4.28192E-06	5.73542E-06	7.55753E-06	3.9219E-06	5.38294E-05	2.6044E-06	3.72632E-06	1.94981E-06	1.59303E-06	4.26008E-06	3.53511E-06
330	12.713	112.98099	[M-H]-	0.016	8.11	112.98099:2920 113.98434:38 114.9877:57		8.29955E-06	1.05418E-05	3.66574E-06	7.02312E-06	4.83047E-05	3.57225E-05	2.16063E-05	3.0724E-06	5.19434E-06	4.71665E-06	3.85721E-06	5.42258E-06	9.12341E-06	1.03476E-05	1.90747E-06	1.12139E-05	7.62392E-06	4.04229E-06	4.68709E-06	5.98643E-06	1.18578E-05
331	23.262	112.981	[M-H]-	0.111	41.65	112.981:36034 113.98435:1749 114.98771:466	41.00227:6 41.99718:14 44.99871:6 68.99292:414 69.90509:3 81.94967:3	2.23476E-06	1.20066E-06	1.11705E-05	4.25265E-06	1.85518E-05	8.86268E-06	8.4361E-06	1.11257E-05	1.69454E-05	1.78143E-05	1.50621E-05	3.97792E-06	5.87912E-06	1.75062E-06	1.41246E-06	1.71349E-06	0	1.8463E-06	0	0	0
332	7.517	112.98102	[M-H]-	0.032	27.33	112.98102:7778 113.98437:386 114.98773:162		4.77224E-06	1.6329E-06	1.32701E-05	3.81487E-06	4.00944E-06	1.96567E-06	6.69955E-05	2.22566E-06	4.53268E-06	5.43364E-06	1.16273E-06	2.62227E-06	2.66061E-06	1.81107E-06	3.04682E-06	6.93016E-06	5.0212E-06	3.93599E-06	3.56601E-06	3.53445E-06	1.86098E-06
333	6.353	112.98102	[M-H]-	0.048	34.34	112.98102:8387 113.98437:217 114.98773:0		2.60211E-06	4.8957E-06	1.91949E-06	2.22326E-06	3.95105E-06	3.82581E-06	2.06892E-06	2.0972E-06	1.49787E-06	1.46927E-06	1.98894E-06	1.00974E-06	1.99487E-06	9.99995E-07	2.10589E-06	1.24307E-06	1.06911E-06	1.4183E-06	8.62112E-07	1.75227E-06	1.77008E-06
334	1.579	112.98104	[M-H]-	0.016	84.06	112.98104:9756 113.98439:627 114.98775:50		2.64667E-05	1.69173E-05	5.57553E-05	1.24234E-05	1.31572E-05	2.47596E-05	1.33378E-05	9.87258E-06	9.925E-06	8.8178E-06	8.23196E-06	7.45478E-06	1.59308E-05	8.96721E-06	0.000116633	8.94062E-06	1.76404E-05	1.94673E-05	1.24768E-05	5.43025E-06	6.92123E-06
335	12.017	112.98104	[M-H]-	0.095	25.95	112.98104:7399 113.98439:100 114.98775:0		3.75521E-06	4.18131E-06	6.66624E-06	4.31519E-06	2.11501E-05	1.13218E-05	3.48699E-05	6.15004E-06	7.73681E-06	5.07625E-06	3.96861E-06	1.1013E-06	7.81773E-06	3.335E-06	1.12656E-06	2.10769E-06	3.42531E-06	1.66727E-06	2.4364E-06	2.13622E-05	2.73971E-06
336	9.711	112.98104	[M-H]-	0.032	19.82	112.98104:4209 113.98439:231 114.98775:71		7.54443E-06	3.28351E-05	3.18795E-05	1.99749E-05	5.91976E-05	2.87015E-05	5.78865E-05	1.32805E-05	1.12327E-05	1.13394E-06	8.25284E-06	8.83332E-06	1.31483E-05	6.7506E-06	8.95271E-06	1.02178E-05	6.99075E-06	7.96429E-06	5.11815E-06	1.50528E-05	2.62406E-05
337	6.645	112.9811	[M-H]-	0.032	74.3	112.9811:14168 113.98445:814 114.98781:187		6.075E-06	4.74862E-06	3.69346E-06	5.00937E-06	3.91212E-06	2.31132E-06	4.05163E-06	1.68825E-06	1.9303E-06	1.52221E-06	7.44984E-07	1.45484E-06	1.29631E-06	1.73803E-06	1.17563E-06	1.80284E-06	1.56475E-06	1.45187E-06	7.47958E-07	3.30918E-07	1.10851E-06
338	4.696	112.98111	[M-H]-	0.032	36.14	112.98111:8454 113.98446:323 114.98782:69	44.99732:36 45.00622:4 68.76854:3 68.98019:7 68.99204:121	4.84707E-06	2.47937E-06	2.54315E-06	2.11694E-06	7.81451E-06	1.1451E-06	2.59812E-06	2.1706E-06	2.38877E-06	1.33028E-06	1.56656E-06	1.71173E-06	2.08629E-06	9.87401E-07	2.22964E-06	1.11429E-06	6.35759E-07	9.17557E-07	2.51478E-06	9.30957E-07	9.21653E-07
339	0.758	112.98111	[M-H]-	0.063	20.86	112.98111:4521 113.98446:373 114.98782:46		5.15661E-06	2.3563E-06	2.1551E-06	4.79986E-06	2.6535E-06	1.63059E-06	2.49515E-06	1.1089E-06	1.41972E-06	1.93255E-06	5.17543E-07	1.16489E-06	2.29023E-06	9.26948E-07	1.01689E-05	1.5742E-06	8.17404E-07	9.65114E-07	4.3293E-06	8.13342E-07	1.48222E-06
340	21.148	112.98132	[M-H]-	0.032	1138.44	112.98132:286514 113.98467:19462 114.98803:1770	41.00174:8 44.99063:16 44.99542:80 68.76538:20 68.99228:2854 69.22549:8 70.25884:8 112.97853:8	7.2917E-05	4.94163E-05	0.00014208	6.1901E-05	9.37612E-05	0.00030735	6.72517E-05	7.39054E-05	2.89831E-05	2.99214E-05	6.70416E-05	8.21552E-05	4.16742E-05	3.63449E-05	2.70651E-05	3.94996E-05	4.57487E-05	9.09948E-05	4.72849E-05	4.90238E-05	1.48979E-05
341	4.909	112.98137	[M-H]-	0.079	52.07	112.98137:18091 113.98472:1090 114.98808:290		6.80291E-06	5.83822E-06	4.37949E-06	1.18824E-06	2.68918E-06	2.69126E-06	2.45995E-05	1.97399E-06	1.26342E-06	1.31263E-06	1.25556E-06	1.32512E-06	1.6409E-06	1.96724E-06	2.1507E-06	2.38101E-06	9.28986E-07	1.4211E-06	6.78785E-06	5.58176E-07	1.12366E-06
342	0.029	112.98158	[M-H]-	0.016	20.62	112.98158:2342 113.98493:90 114.98829:0		0	0	0	0	7.20142E-07	0	0	0	0	0	0	0	0	0	2.015E-05	0	0	0	0	0	0
343	13.036	112.9816	[M-H]-	0.063	136.23	112.98366:3095 113.98701:61 114.99037:31	41.99866:3 44.99409:11 44.99683:46 68.97886:4 68.99496:54	1.10071E-05	2.74261E-05	5.8243E-06	2.86428E-06	2.35928E-05	2.04879E-05	1.06247E-05	7.51322E-06	1.19908E-05	2.27008E-06	8.0811E-06	3.59895E-06	2.71921E-06	3.36522E-06	2.59663E-06	1.75816E-06	3.96246E-06	5.25917E-06	8.33147E-07	1.58681E-06	4.00477E-06
344	13.333	112.98162	[M-H]-	0.016	79.92	112.98162:6535 113.98497:674 114.98833:47		2.55245E-05	1.60649E-05	2.68971E-05	2.15071E-05	1.09708E-05	4.40812E-05	2.44941E-05	2.06574E-06	5.97845E-06	1.47853E-05	9.12315E-06	3.50484E-06	4.64141E-06	2.33752E-06	5.79707E-06	1.9868E-05	1.49624E-05	9.9085E-06	3.4706E-06	4.98969E-06	1.75568E-05
345	24.477	112.98188	[M-H]-	0.016	64.24	112.98188:11092 113.98523:864 114.98859:0		0	0	0	0	0	0	0	0	0	0	0	0	3.72719E-07	0	1.06682E-08	0	0	0	2.62382E-07	0	0
346	2.482	112.98193	[M-H]-	0.032	43.26	112.98193:5186 113.98528:239 114.98864:252	44.99726:29 45.03217:3 68.99372:11	3.5154E-05	3.66442E-05	2.05427E-05	2.63727E-05	1.59307E-05	1.88467E-05	3.0392E-05	2.05159E-05	1.04173E-05	3.95775E-06	6.58881E-06	8.01433E-06	3.51622E-06	1.27506E-05	3.86123E-05	1.02783E-05	1.16668E-05	4.1374E-06	1.69816E-05	3.91321E-06	4.54261E-06
347	5.25	112.98193	[M-H]-	0.032	21.09	112.98493:3066 113.98828:80 114.99164:0	44.99739:31 68.99327:74	4.74163E-06	3.46992E-06	6.12227E-06	2.61413E-06	2.10268E-05	2.98941E-06	3.59905E-06	1.88748E-06	1.06544E-06	8.51557E-07	8.00684E-07	1.79312E-06	8.11074E-07	1.03526E-06	3.27085E-06	1.18262E-06	1.01981E-06	1.69524E-06	1.13131E-06	5.56182E-07	4.74714E-07
348	11.624	112.98199	[M-H]-	0.016	6.59	112.98199:3376 113.98534:0 114.9887:0		5.73825E-06	3.24179E-06	6.51726E-06	5.50968E-06	8.63522E-06	2.50129E-06	1.27799E-05	3.24018E-06	2.13609E-06	1.29719E-06	1.7383E-06	2.75199E-06	1.06424E-06	1.97732E-06	2.08669E-06	1.68195E-06	2.96341E-06	2.0645E-06	1.00182E-06	1.25191E-06	1.51252E-06
349	19.385	112.98202	[M-H]-	0.016	63.98	112.98202:6721 113.98537:0 114.98873:0		0.000102268	2.73181E-05	4.05137E-05	1.202E-05	1.86069E-05	4.33108E-05	3.28297E-05	3.69763E-05	4.67178E-05	4.32198E-05	4.91086E-06	5.04438E-05	1.05205E-05	4.03273E-05	3.61181E-05	2.11584E-05	3.29557E-05	5.35764E-05	1.52505E-05	3.977E-06	2.27863E-05
350	13.957	112.98212	[M-H]-	0.016	256.73	112.98212:18464 113.98547:727 114.98883:113	38.67952:7 44.99826:47 45.61554:7 68.99357:202	7.86416E-05	0.000111524	5.49238E-05	5.80674E-05	0.000137505	4.16776E-05	0.000125703	5.09699E-05	7.64564E-06	4.5962E-05	2.98086E-05	2.27891E-06	2.46698E-05	2.10326E-06	3.5798E-05	3.93077E-05	1.46562E-05	1.23199E-05	1.21156E-05	2.95434E-05	0.000175235
351	10.617	112.98215	[M-H]-	0.016	525.2	112.98215:36181 113.9855:1441 114.98886:380		8.40159E-06	3.6278E-05	2.81618E-05	2.79424E-05	4.70947E-05	2.95511E-05	3.78583E-05	1.64735E-05	7.16632E-06	5.61674E-06	7.8908E-07	4.36961E-06	1.01712E-05	1.32443E-05	1.53195E-06	1.22441E-05	2.00588E-06	1.16457E-05	5.83033E-06	1.29178E-06	0.000293179
352	11.061	112.98216	[M-H]-	0.016	11.54	112.98216:3090 113.98551:29 114.98887:29		7.13285E-06	3.0857E-06	3.198E-06	5.86928E-06	3.50988E-06	1.03297E-05	7.69618E-06	8.83708E-06	1.7021E-05	1.84651E-06	2.10034E-06	3.309E-06	8.13887E-06	2.5214E-06	8.622E-06	2.54921E-06	1.40308E-05	2.2855E-06	3.00035E-06	4.14645E-06	2.24479E-06
353	6.564	112.98218	[M-H]-	0.032	40.9	112.98218:8587 113.98553:221 114.98889:52	41.99834:4 44.99583:30 68.98114:7 68.99385:98	4.86748E-06	5.55307E-06	2.49464E-06	2.01375E-06	5.89738E-06	2.19258E-06	1.29283E-05	1.32124E-06	1.80265E-06	1.18688E-06	1.76847E-06	1.142E-06	1.24943E-06	1.46095E-06	1.16283E-06	1.18788E-06	9.39366E-07	1.16373E-06	5.53728E-07	1.28978E-06	8.5095E-07
354	1.959	112.98219	[M-H]-	0.016	47.26	112.98219:5829 113.98554:81 114.9889:32		4.49502E-05	6.08736E-06	2.68174E-06	4.82331E-05	7.59069E-06	4.44321E-06	7.00893E-06	2.30168E-06	4.04555E-06	2.18404E-06	1.78471E-06	2.68179E-05	7.05119E-06	2.02266E-06	4.89412E-05	1.36343E-05	1.39997E-05	3.04361E-06	3.93402E-06	8.34273E-06	3.76236E-06
355	16.263	112.98222	[M-H]-	0.016	137.85	112.98222:11102 113.98557:563 114.98893:265		6.7876E-05	4.19932E-05	7.33044E-05	0.000108877	6.81215E-06	0.00010097	0.000157848	6.2743E-05	6.50075E-05	2.81389E-05	4.50309E-05	3.04677E-05	5.66908E-05	2.18034E-05	5.07953E-05	3.09926E-05	5.39876E-05	4.6815E-05	4.32197E-05	1.44488E-05	0.000133508
356	19.255	112.98228	[M-H]-	0.032	29.56	112.98228:13499 113.98563:0 114.98899:0		0.000200887	0.000122131	0.000117584	0.000152088	0.000192531	0.00016328	0.000292242	8.77915E-05	0.000162911	5.57681E-05	7.60742E-05	4.85006E-05	6.99587E-05	2.84558E-05	3.96642E-05	3.05011E-05	3.30076E-05	0.000152919	2.00688E-05	3.52747E-05	2.27863E-05
357	15.587	112.98232	[M-H]-	0.032	20.77	112.98232:16076 113.98567:447 114.98903:99		1.47521E-05	7.31804E-06	1.10977E-05	8.25201E-06	7.61664E-06	2.17016E-05	6.60042E-05	7.36642E-06	1.11988E-05	4.88873E-06	7.44752E-06	7.73456E-06	1.79163E-05	1.26196E-05	2.21257E-06	4.37307E-06	1.36E-05	3.70352E-05	2.63063E-06	6.11402E-06	4.56786E-06
358	24.332	112.98232	[M-H]-	0.016	51.13	112.98232:6251 113.98567:367 114.98903:0		0	0	0	0	0	0	0	0	0	0	0	0	8.13418E-07	0	6.40089E-09	0	0	0	1.72082E-07	0	0
359	8.245	112.98243	[M-H]-	0.032	6.73	112.98243:2990 113.98578:110 114.98914:20		5.75526E-06	7.45612E-06	5.93171E-06	2.35459E-06	6.62401E-06	3.03162E-06	8.01944E-06	3.14842E-06	1.88862E-06	1.82666E-06	1.87522E-06	2.54343E-06	1.31741E-06	1.17128E-06	5.7736E-06	1.20102E-06	1.44278E-06	2.86737E-06	3.59497E-07	5.00365E-07	1.83573E-06
360	4.159	112.98248	[M-H]-	0.032	19.54	112.98248:6812 113.98583:300 114.98919:70		2.38102E-06	3.15774E-06	2.53622E-06	2.37961E-06	3.26335E-06	2.26382E-06	2.25186E-05	2.9387E-06	2.51642E-06	1.38543E-06	1.14417E-06	1.43195E-06	1.19786E-06	1.99243E-06	1.10309E-06	1.25621E-06	6.35759E-07	7.86078E-07	1.59644E-06	6.5785E-07	1.41152E-06
361	8.637	112.9825	[M-H]-	0.016	10.81	112.9825:6627 113.98585:232 114.98921:80		5.93214E-06	6.28847E-06	3.20146E-06	3.54596E-06	1.21548E-05	2.49865E-06	1.61969E-05	1.04074E-06	4.16798E-06	2.12007E-06	2.20246E-06	2.30689E-06	1.48619E-06	1.7078E-06	1.70264E-06	1.39812E-06	1.3831E-06	7.58104E-07	8.79149E-07	7.0968E-07	1.73978E-06
362	9.259	112.9825	[M-H]-	0.016	4.6	112.9825:3886 113.98585:160 114.98921:70		7.50021E-06	7.13794E-06	4.92346E-06	2.49968E-05	5.64403E-05	6.26377E-06	4.95175E-05	1.4822E-05	2.88893E-06	8.62587E-07	1.25324E-06	1.13335E-05	7.63957E-06	1.15944E-05	3.46928E-06	9.30592E-06	2.15898E-06	9.22313E-06	2.29158E-06	1.24991E-06	1.37389E-05
363	10.794	112.98254	[M-H]-	0.016	36.48	112.98254:8317 113.98589:408 114.98925:96		7.21108E-06	4.82066E-06	4.24782E-06	8.36145E-06	1.37346E-05	1.93639E-05	7.48306E-06	3.38698E-06	3.31354E-06	1.04349E-06	9.70104E-07	1.025E-06	1.75342E-06	3.70023E-06	1.31858E-06	1.92373E-06	3.02569E-06	1.97778E-06	1.11597E-06	1.87388E-06	3.33815E-06
364	5.791	112.98255	[M-H]-	0.032	8.23	112.98255:2722 113.9859:0 114.98926:0		6.45596E-06	4.85368E-06	1.62152E-06	2.94246E-06	2.90003E-06	3.79942E-06	1.3424E-05	7.52371E-07	3.26926E-06	1.81342E-06	8.21571E-07	6.12966E-07	1.45806E-06	1.4005E-06	3.30499E-06	1.74502E-06	8.69303E-07	1.45187E-06	1.83326E-06	9.88768E-07	1.43172E-06
365	8.143	112.98255	[M-H]-	0.032	73.9	112.98255:11197 113.9859:187 114.98926:63		4.32325E-06	3.73406E-06	5.60256E-06	3.8993E-06	3.60071E-06	1.18468E-06	5.82362E-06	2.54286E-06	2.62322E-06	1.55751E-06	1.2927E-06	7.70658E-07	1.69951E-06	1.99495E-06	2.15923E-06	2.53869E-06	8.97847E-07	1.72042E-06	1.20287E-06	1.57485E-06	1.86351E-06
366	15.684	112.98259	[M-H]-	0.032	57.8	112.98259:19662 113.98594:624 114.9893:144		4.71101E-06	9.68035E-06	2.65264E-05	1.04127E-05	0.000186423	0.000259421	0.000106271	2.11686E-05	3.23904E-05	1.15865E-05	5.23578E-06	3.57962E-05	3.20937E-05	1.77455E-05	1.46559E-05	2.15526E-05	8.48024E-06	3.72254E-05	1.04169E-05	4.09203E-05	1.98976E-05
367	8.824	112.98262	[M-H]-	0.016	154.88	112.98262:13038 113.98597:468 114.98933:48		3.30247E-05	3.90816E-06	3.23611E-06	2.18261E-06	9.05043E-06	2.01844E-05	1.91159E-05	2.25973E-06	1.52939E-05	1.02253E-05	1.4598E-06	8.27122E-06	2.85751E-06	1.534E-06	1.39966E-06	8.39924E-06	1.93582E-06	1.12429E-05	1.15005E-06	1.33364E-06	6.27229E-06
368	20.978	112.98272	[M-H]-	0.016	1988.59	112.98272:182403 113.98607:10650 114.98943:2029		7.53354E-05	0.000159922	6.01313E-05	5.48591E-05	0.000157757	0.000370924	4.96707E-05	6.17311E-05	3.2888E-05	5.932E-05	5.39545E-05	7.61934E-05	5.61657E-05	4.94708E-05	4.65814E-05	2.68219E-05	2.18779E-05	0.000151833	0.001234506	3.17921E-05	4.56483E-05
369	21.487	112.9828	[M-H]-	0.032	915.38	112.9828:141036 113.98615:10888 114.98951:1396		0.000163763	0.000118589	7.76285E-05	0.000108686	0.000115138	0.001034905	7.61955E-05	7.65321E-05	4.09712E-05	3.95908E-05	6.02718E-05	5.37044E-05	1.4318E-05	3.45641E-05	2.34977E-05	3.6635E-05	3.42142E-05	7.80287E-05	0.000884135	2.3874E-05	2.18369E-05
370	9.391	112.9828	[M-H]-	0.063	165.01	112.9828:20523 113.98615:652 114.98951:116		5.57498E-06	6.98786E-06	7.79576E-06	3.57097E-06	5.95901E-06	4.88912E-06	9.96145E-06	4.682E-06	4.33991E-06	9.35389E-07	2.18157E-06	3.38784E-06	4.65078E-06	1.45843E-06	1.53195E-06	1.78444E-06	1.87095E-06	1.77077E-06	1.91675E-06	3.68994E-06	4.73553E-05
371	14.918	112.98285	[M-H]-	0.063	58.54	112.98254:5358 113.98589:75 114.98925:0	44.99614:39 68.77565:3 68.99324:103 69.54595:3	1.08813E-05	2.72881E-05	1.4462E-05	9.9687E-06	8.59369E-05	1.97623E-05	6.40957E-05	4.23635E-06	4.22008E-06	9.84585E-06	3.05652E-06	3.05465E-06	6.77692E-06	3.60452E-06	3.34553E-06	3.77125E-06	2.45221E-06	3.53036E-06	3.69226E-05	3.30121E-06	1.5408E-05
372	14.2	112.98285	[M-H]-	0.048	34.98	112.98285:15837 113.9862:543 114.98956:112		2.0191E-05	2.43885E-05	2.22474E-05	1.18324E-05	8.29461E-05	2.68413E-05	6.66411E-06	5.54972E-06	1.20637E-05	5.78661E-06	1.99823E-06	6.79095E-06	5.35403E-06	2.13601E-06	2.51342E-06	2.99335E-06	1.39607E-06	2.16046E-05	3.31214E-06	2.27457E-06	1.5807E-06
373	17.369	112.98286	[M-H]-	0.127	30.1	112.98367:4586 113.98702:102 114.99038:0	44.99734:60 45.47762:10 68.99489:90	0.000123881	5.88745E-05	0.000124171	0.000113664	8.55931E-05	0.000126901	8.08793E-05	6.20955E-05	8.90176E-05	4.80401E-05	6.82043E-05	3.80878E-05	7.29826E-05	7.62918E-05	6.26604E-05	6.7257E-05	5.82303E-05	8.44097E-05	3.59361E-05	5.48408E-05	8.38578E-05
374	10.502	112.98286	[M-H]-	0.016	18.66	112.98286:2927 113.98621:26 114.98957:0		8.19751E-06	5.90726E-06	8.4021E-06	2.91744E-06	3.10699E-05	2.97094E-06	6.49649E-06	2.07099E-06	1.90164E-06	2.29435E-06	2.6527E-06	1.69138E-06	1.59871E-06	1.94206E-06	1.37406E-06	3.65299E-06	1.1781E-06	1.38753E-06	9.60931E-07	1.17197E-05	1.78018E-06
375	13.633	112.98287	[M-H]-	0.032	91.48	112.98287:16692 113.98622:467 114.98958:88		4.05079E-05	3.81421E-05	3.79948E-05	2.86147E-05	4.33415E-05	3.6646E-05	3.23675E-05	1.03759E-05	2.41691E-05	1.71856E-05	1.18989E-05	1.09774E-05	1.24802E-05	1.47984E-05	2.47352E-05	1.62545E-05	1.72381E-05	1.47201E-05	0.000128881	1.23895E-05	2.54957E-05
376	11.213	112.98289	[M-H]-	0.032	30.53	112.98289:5683 113.98624:144 114.9896:0		2.95144E-05	1.22378E-05	9.17128E-06	4.51531E-06	5.43999E-05	4.25852E-06	4.80831E-06	2.17847E-06	1.10972E-06	1.30447E-05	1.68956E-06	1.68629E-06	1.52604E-06	1.92442E-06	2.35126E-06	3.17731E-06	2.95822E-06	4.82837E-05	1.49762E-06	3.32513E-06	2.4468E-06
377	21.777	112.983	[M-H]-	0.048	90.74	112.983:72071 113.98635:2095 114.98971:0	68.98095:25 68.99366:667	0.000116163	7.32585E-05	4.72458E-05	7.12287E-05	7.14303E-05	0.000259609	7.06018E-05	7.29092E-05	8.59203E-05	5.37032E-05	6.98939E-05	8.64739E-05	3.00379E-05	1.34634E-05	2.78332E-05	5.08921E-05	4.67659E-05	0.000130206	1.79749E-05	1.15702E-05	2.7993E-05
378	6.11	112.98303	[M-H]-	0.016	15.03	112.98303:5244 113.98638:140 114.98974:20		7.86076E-06	5.11783E-06	2.75797E-06	2.09193E-06	1.55836E-05	2.84957E-06	2.69151E-06	1.26094E-06	1.97458E-06	1.29278E-06	1.20451E-06	7.50311E-07	9.54067E-07	1.7884E-06	1.75598E-06	1.41652E-06	8.07024E-07	1.16653E-06	4.02092E-07	8.61185E-07	5.60567E-07
379	22.703	112.98307	[M-H]-	0.048	35.1	112.98307:8951 113.98642:562 114.98978:0		1.64971E-06	1.18565E-06	1.35473E-06	1.70637E-05	1.8036E-06	8.77561E-06	3.42425E-07	8.99175E-07	9.16956E-07	4.41221E-07	3.48123E-07	1.16235E-06	2.41447E-07	6.24682E-07	5.61145E-07	6.83292E-07	0	1.01771E-05	0	0	0
380	23.454	112.98309	[M-H]-	0.032	13.15	112.98309:2169 113.98644:20 114.9898:20		8.84378E-07	4.05224E-07	5.43971E-07	7.1951E-06	1.22943E-06	6.25322E-07	1.89172E-07	5.92459E-07	4.19403E-07	4.94168E-07	8.49421E-07	2.18735E-07	5.37278E-06	5.49116E-07	0	0	0	0	0	0	0
381	1.844	112.98313	[M-H]-	0.063	56.14	112.98313:39759 113.98648:749 114.98984:48		3.52221E-05	1.29161E-05	2.36506E-05	2.94902E-05	0.00095726	0.000256345	0.000140878	1.07377E-05	2.12463E-05	6.69112E-06	3.92219E-06	2.68459E-05	2.49745E-05	7.5919E-06	3.38415E-05	1.41205E-05	1.17083E-05	1.11394E-05	1.48689E-05	4.88603E-06	6.10058E-06
382	7.923	112.98313	[M-H]-	0.063	62.6	112.98313:9768 113.98648:303 114.98984:36		5.42906E-05	1.36665E-05	9.85038E-06	2.60475E-06	7.91507E-06	1.7414E-06	3.38833E-06	3.60719E-06	1.92509E-06	4.68356E-06	2.27673E-06	1.15726E-06	2.47542E-06	1.37531E-06	1.71971E-06	1.20365E-06	2.77139E-06	2.55405E-06	8.68927E-07	2.71233E-05	6.84043E-05
383	2.999	112.98316	[M-H]-	0.016	23.46	112.98316:8049 113.98651:380 114.98987:60	44.99686:29 68.98927:20 68.99435:134	1.80345E-05	3.03498E-05	7.78883E-06	8.73356E-06	0.000133518	1.04115E-05	4.31743E-06	5.61001E-06	6.3197E-06	3.58713E-06	2.59004E-06	8.22035E-06	6.07134E-06	3.45842E-06	6.29549E-05	7.12201E-06	3.99879E-06	4.90669E-06	2.53352E-06	5.20698E-06	2.39125E-06
384	0.527	112.98317	[M-H]-	0.206	48.85	112.98317:172396 113.98652:11190 114.98988:2234		2.53306E-05	1.03707E-05	6.41331E-06	4.12131E-06	8.47919E-05	7.24793E-06	0.000163875	1.55193E-06	3.09472E-06	8.19347E-06	2.55987E-06	9.96311E-05	2.77078E-06	1.40453E-05	0.000227221	1.99075E-05	3.26183E-06	2.19822E-05	8.38599E-06	9.91958E-06	6.8177E-06
385	14.408	112.98317	[M-H]-	0.032	9.32	112.98317:3256 113.98652:0 114.98988:0		8.90841E-06	5.28022E-05	8.20807E-06	4.16259E-05	1.03058E-05	4.54005E-05	2.08616E-05	2.31164E-05	2.13739E-05	1.85445E-05	7.26417E-06	6.5773E-06	1.88891E-05	2.10326E-06	1.14939E-05	1.85803E-05	1.2178E-05	2.94514E-05	4.84554E-06	1.33324E-05	1.25016E-05
386	12.617	112.98318	[M-H]-	0.063	52.97	112.98378:6074 113.98713:128 114.99049:117	44.99739:49 68.99327:46	1.63338E-05	3.73406E-06	5.92132E-06	3.85552E-06	0.000156803	8.864E-05	6.14042E-05	3.87458E-06	2.8186E-06	6.358E-06	1.26021E-06	9.69045E-06	2.16365E-06	1.12594E-06	1.87973E-06	2.24698E-06	1.89171E-06	2.59602E-06	1.41073E-06	4.32387E-06	8.53122E-05
387	15.191	112.98321	[M-H]-	0.032	80.22	112.98321:11683 113.98656:567 114.98992:197		9.25502E-05	7.72867E-05	8.16476E-05	7.90117E-05	0.000177463	3.88148E-05	0.000233816	0.000103657	7.07853E-05	4.44354E-05	4.19953E-05	1.3414E-05	6.49047E-05	3.09797E-05	4.74349E-05	4.97489E-05	4.21729E-05	2.88051E-05	2.06447E-05	6.12558E-05	0.000143561
388	22.146	112.98325	[M-H]-	0.048	80.91	112.98325:20886 113.9866:0 114.98996:0		1.71093E-05	1.49182E-06	1.32008E-06	1.64258E-05	7.36361E-07	3.01315E-06	4.2863E-07	3.09337E-07	8.30991E-07	8.36114E-07	3.55086E-07	4.14578E-07	7.03244E-09	5.21408E-07	6.05951E-07	2.57549E-07	0	5.65081E-07	0	0	0
389	15.885	112.98327	[M-H]-	0.016	51.32	112.98327:6067 113.98662:0 114.98998:0		3.52901E-05	3.77248E-05	7.1825E-05	3.48592E-05	3.6046E-05	9.36769E-05	3.18359E-05	4.56535E-05	4.87315E-05	4.60591E-05	3.89341E-05	3.77495E-05	3.68382E-05	1.54357E-05	1.95355E-05	2.67929E-05	2.87233E-05	2.14003E-05	8.57171E-06	2.41371E-05	3.42754E-05
390	4.061	112.98328	[M-H]-	0.016	20.3	112.98328:3825 113.98663:36 114.98999:0		6.45936E-06	2.95663E-06	2.17588E-06	2.43589E-06	1.68358E-06	1.84694E-06	2.50952E-06	2.65558E-06	2.33667E-06	1.03466E-06	8.63346E-07	2.64771E-06	8.41548E-07	1.33501E-06	2.01415E-06	1.74502E-06	1.07171E-06	1.07981E-06	1.23865E-06	7.73472E-07	1.09841E-06
391	23.624	112.98332	[M-H]-	0.016	419.64	112.98332:40031 113.98667:364 114.99003:0		8.02743E-07	2.49138E-07	1.51411E-06	1.40713E-07	6.81215E-07	5.1002E-06	4.2384E-07	2.18895E-06	3.30312E-06	2.55908E-06	3.55086E-07	8.85112E-07	5.62595E-08	0	0	0	0	0	0	0	0
