Alignment ID	Average Rt(min)	Average Mz	Adduct type	Fill %	S/N average	MS1 isotopic spectrum	MS/MS spectrum	NC	NC	NC	NC	NC	NC	NC	UC	UC	UC	UC	UC	UC	UC	CS	CS	CS	CS	CS	CS	CS
1834	18.084	358.22617	[M-H]-	0.048	167.22	358.22617:1334 359.22952:256 360.23288:0		2.45585E-06	3.23579E-06	2.32833E-06	1.18511E-06	1.33972E-06	6.96561E-07	1.80312E-06	2.06574E-06	2.29499E-06	6.08885E-07	1.80328E-06	2.60192E-06	1.67372E-06	4.09822E-06	1.39198E-05	5.32968E-06	3.60177E-06	2.58483E-06	3.94936E-06	2.39417E-06	5.58294E-06
1835	1.127	358.83353	[3M-H]-	0.778	698.64	358.83353:10730 359.83688:0 360.84024:1659		4.89503E-05	3.65302E-05	5.28483E-05	5.08754E-05	4.56025E-05	4.67593E-05	3.40629E-05	1.5999E-05	3.91399E-05	1.41191E-05	3.24428E-05	4.86227E-05	5.25065E-05	2.22971E-05	3.2779E-05	1.57972E-05	1.29721E-05	2.85422E-05	1.25637E-05	3.77765E-06	4.94713E-05
1836	1.835	359.039	[M+FA-H]-	0.048	184.28	359.039:1543 360.04235:0 361.04571:0		4.2178E-06	6.91282E-06	4.14388E-06	8.48966E-06	3.31525E-06	9.0078E-06	4.76042E-06	6.71629E-06	0	5.32333E-06	3.5114E-06	0	0	5.36269E-06	3.6165E-06	3.63459E-06	3.13987E-06	9.56721E-07	1.51125E-06	7.37789E-06	2.69426E-06
1837	2.404	359.05209	[M-H]-	0.079	368.63	359.0369:3017 360.04025:362 361.04361:0	85.02794:100 87.00715:160 111.00676:483 129.0175:40 169.09248:10 191.01489:260	1.36058E-06	1.31172E-06	1.36166E-06	9.7248E-07	6.64996E-07	3.03426E-07	3.83133E-07	1.5729E-07	2.10743E-06	2.55908E-07	2.36724E-07	2.26365E-06	9.7282E-06	2.14105E-07	4.01122E-07	5.46634E-07	3.11392E-07	1.11897E-08	3.9698E-07	3.0301E-07	5.40366E-07
1838	11.494	359.11487	[M-H]-	0.127	265.97	359.12271:1060 360.12606:144 361.12942:0	121.05203:3 124.07753:4 143.93604:1 146.05988:7 147.07133:3 148.07635:6 150.09042:3 215.11723:4 243.09036:3 243.10945:6 243.15239:4 271.13931:3 287.14679:3 315.13391:11 359.13284:4	2.48306E-06	8.19453E-07	1.30137E-05	1.31332E-06	4.15217E-06	1.0554E-08	1.99229E-06	1.04021E-05	5.20737E-06	2.65394E-06	2.32082E-08	5.94144E-06	9.15623E-06	2.26699E-08	2.60303E-07	1.36475E-05	9.08227E-08	4.49547E-06	6.64473E-08	1.19609E-08	2.08066E-06
1839	14.156	359.17746	[M-H]-	0.159	234.59	359.18338:1238 360.18673:320 361.19009:64	79.95596:86 359.18701:9	4.58516E-06	5.9763E-06	5.65799E-06	1.78392E-05	6.08228E-06	1.49734E-05	1.0881E-05	1.74592E-05	4.65772E-06	7.8427E-06	6.90213E-06	1.39888E-06	6.81209E-06	1.48866E-06	3.64851E-07	1.49851E-05	1.13995E-05	1.57607E-05	2.04794E-06	7.79253E-06	2.58063E-06
1840	17.414	359.2114	[M-H]-	0.095	198.94	359.21478:1500 360.21813:290 361.22149:0	91.02059:27 95.05258:7	2.75858E-06	1.42279E-06	2.35952E-06	1.51657E-06	1.2197E-06	1.09761E-06	2.21259E-06	4.16819E-06	1.19491E-05	2.37598E-06	5.29844E-06	1.76717E-05	8.30765E-06	6.33246E-06	1.82895E-05	4.17597E-06	1.97993E-06	1.78476E-06	4.02773E-06	4.08266E-06	1.00069E-05
1841	16.591	360.02719	[M-H]-	0.016	227.75	360.02719:1150 361.03054:207 362.0339:460	288.00372:20	4.71101E-06	1.46781E-06	5.29765E-06	7.38585E-06	2.37128E-06	6.40889E-06	6.01997E-06	1.33697E-06	1.56299E-06	1.14717E-07	4.57202E-07	1.0428E-06	1.68075E-06	3.42819E-06	3.25379E-06	1.47565E-05	8.65929E-06	9.77422E-06	2.29158E-06	4.22619E-06	2.65385E-06
1842	11.936	360.19177	[M-H]-	0.159	206.08	360.19177:1801 361.19512:302 362.19848:104	79.95681:13 80.95783:4 80.96334:21 93.97334:1 333.12241:3 333.14847:4 333.18201:91 333.21738:4	1.22452E-06	2.32028E-06	2.84112E-07	4.69042E-08	1.55706E-07	1.84694E-08	1.27631E-06	1.55193E-06	1.42389E-05	4.11218E-06	7.42663E-08	1.51283E-05	1.28928E-05	6.53397E-06	2.15497E-07	2.81464E-06	4.67088E-08	1.84435E-05	2.04453E-08	1.7443E-06	3.2826E-08
1843	19.871	360.2341	[M+FA-H]-	0.429	247.75	360.22409:1638 361.22744:0 362.2308:0	61.98619:225	3.43207E-06	1.68363E-05	1.56262E-05	1.4853E-05	1.26901E-05	1.38283E-05	1.17502E-05	1.64132E-05	1.02063E-05	2.083E-05	9.028E-06	1.1336E-05	7.4075E-06	1.00806E-05	2.06301E-05	8.37559E-06	5.72702E-06	1.61468E-05	1.16317E-05	1.68011E-05	3.12099E-06
1844	14.403	361.03574	[M-H]-	0.016	207.76	361.03574:1125 362.03909:274 363.04245:106		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1845	2.945	361.13657	[2M-H]-	0.032	175.21	361.13135:1038 362.1347:111 363.13806:0	72.00772:6 117.01728:3 119.04984:9 163.03497:11 180.06377:40 180.07881:9	2.1089E-07	9.00497E-08	0	0	0	7.91547E-09	6.08223E-07	1.0486E-08	7.81496E-09	4.39015E-07	6.96247E-09	4.91135E-06	2.03706E-06	2.0151E-08	8.53452E-09	0	0	1.70643E-07	7.667E-08	0	0
1846	13.235	361.19754	[M-H]-	0.286	251.5	361.19846:1263 362.20181:376 363.20517:0	109.06557:6 135.08229:3 189.08868:6 361.19714:23	1.11568E-06	1.83101E-07	2.85498E-06	2.24827E-06	2.4913E-06	1.27518E-05	1.87735E-06	4.37004E-06	2.52996E-05	1.64995E-05	8.25052E-06	6.79095E-06	1.34085E-06	7.04782E-06	1.02841E-06	4.45191E-06	2.78955E-06	1.66447E-06	3.08384E-07	1.20406E-06	1.96956E-07
1847	12.239	361.20099	[M-H2O-H]-	0.016	200.71	361.20099:1126 362.20434:448 363.2077:0	61.98436:60	4.76204E-07	1.50083E-07	3.94985E-07	7.03563E-07	9.73165E-07	3.45642E-07	5.65121E-07	1.83505E-07	1.40747E-05	9.72892E-07	1.76383E-07	2.08561E-07	1.15566E-06	7.80853E-07	5.09938E-07	5.67658E-07	4.95632E-07	7.10548E-07	5.28171E-08	9.96742E-09	7.62573E-07
1848	16.831	361.23001	[M-H]-	0.143	203.84	361.23001:1925 362.23336:901 363.23672:0	57.03308:4 85.02638:4 87.04175:9 101.06233:1 229.19356:3 273.17371:3 359.21512:1	5.00354E-06	4.8927E-06	4.66013E-06	5.77234E-06	2.77352E-06	5.25851E-06	4.48265E-06	1.10208E-05	1.07612E-05	9.76422E-06	1.23329E-05	1.59091E-05	9.97668E-06	6.09317E-06	1.14576E-05	7.74223E-06	6.42506E-06	1.0054E-05	3.81646E-06	4.9558E-06	9.56751E-06
1849	19.882	362.18661	[M-2H]-	0.016	250.84	362.18661:1063 363.18996:0 364.19332:0		1.25174E-06	5.0698E-06	7.4874E-06	5.57847E-06	0	1.19787E-05	1.2811E-06	1.50474E-06	3.57665E-06	1.05452E-06	3.78526E-06	3.29628E-06	3.73657E-06	3.52643E-08	2.88467E-06	8.85652E-07	3.0724E-06	0	2.12291E-06	6.96523E-06	0
1850	17.631	362.23514	[M-H]-	0.19	185.36	362.22913:1083 363.23248:118 364.23584:0	79.95399:20 362.22961:60	7.20768E-06	6.29147E-06	1.00548E-05	9.79985E-06	6.52994E-06	9.11598E-06	8.28045E-06	3.1458E-06	5.03023E-06	3.66875E-06	2.92656E-06	2.9987E-06	3.88894E-06	8.18636E-06	5.98697E-06	8.86178E-06	1.08806E-05	8.39229E-06	9.98414E-06	8.09355E-06	6.91618E-06
1851	1.189	362.79071	[M-H]-	0.048	90.98	362.79071:1217 363.79406:106 364.79742:742		6.48657E-06	4.61355E-06	7.01619E-06	7.55783E-06	6.35152E-06	3.43003E-06	4.39884E-06	5.76468E-06	3.90748E-06	3.91363E-06	4.16356E-06	4.90881E-06	1.04057E-05	7.66747E-06	4.64065E-06	8.22316E-06	9.99309E-06	1.07757E-05	4.23218E-06	5.90271E-06	6.49449E-06
1852	1.141	362.92783	[2M-H]-	0.111	278.88	362.92856:1135 363.93191:384 364.93527:495	114.98569:100 121.62911:20 158.9731:120	4.52393E-07	0	1.22653E-06	1.14134E-06	4.41817E-06	3.45642E-07	1.96116E-06	9.69956E-07	3.7616E-06	2.65836E-06	2.37652E-06	8.62221E-07	2.62779E-06	5.08814E-07	0	3.02225E-07	1.53101E-07	3.0492E-07	4.00388E-07	2.71911E-06	1.17163E-06
1853	18.089	363.20502	[M-H]-	0.032	183.76	363.20502:1158 364.20837:195 365.21173:0	44.99998:10 179.14896:10 295.21326:30	1.72794E-06	2.22123E-06	2.0858E-06	1.23202E-06	1.9366E-06	1.01318E-06	1.78636E-06	4.78948E-06	8.34117E-06	1.98549E-06	5.18704E-06	1.87705E-05	9.27344E-06	4.83625E-06	1.06703E-05	1.9211E-06	1.31304E-06	1.17772E-06	1.46014E-06	3.95906E-06	1.007E-05
1854	13.85	363.21063	[M-H]-	0.238	328.54	363.20975:1159 364.2131:257 365.21646:0	296.76364:3 299.19727:9 317.21341:20 363.21243:54	1.21092E-06	8.73482E-07	1.74279E-06	3.86803E-06	2.74108E-06	1.48072E-05	3.06267E-06	4.40674E-06	3.1661E-05	6.433E-06	2.03072E-06	2.11206E-05	4.54295E-06	2.76573E-06	2.66917E-06	3.7476E-06	4.49443E-06	5.14448E-06	1.7583E-06	1.51904E-06	2.17156E-07
1855	20.123	363.21115	[M-3H]-	1	11688.28	363.21024:38563 364.21359:13448 365.21695:19899	34.96795:1170 273.22504:7	0.000602592	0.000498086	0.000714279	0.000420718	0.000271253	0.00043333	0.000769519	0.000715733	0.000997075	0.00082706	0.001068439	0.001182258	0.001007111	0.000619186	0.001318481	0.000834284	0.00085918	0.000811462	0.00078331	0.000868986	0.000733656
1856	19.691	363.22266	[M-H]-	0.079	225.44	363.22223:1230 364.22558:756 365.22894:0	34.97099:60	1.01703E-06	0	2.94507E-06	0	0	0	6.51325E-07	0	0	1.20895E-06	1.65243E-06	0	0	0	1.69624E-06	0	3.32411E-06	0	2.37166E-06	9.34944E-07	0
1857	19.159	363.24118	[M-H]-	0.016	132.32	363.24118:1109 364.24453:0 365.24789:0		0	0	0	0	0	0	0	4.77113E-07	2.47474E-07	0	0	0	0	0	0	3.54786E-07	0	0	0	0	0
1858	19.143	363.32193	[M-H]-	0.016	17.89	363.32193:1242 364.32528:0 365.32864:0		0	0	3.77661E-07	5.12819E-07	3.01681E-07	5.20574E-06	0	0	1.12796E-06	7.01541E-07	0	0	2.57856E-07	1.21158E-06	1.63223E-06	8.5175E-06	0	6.99358E-07	0	2.50043E-05	4.23708E-06
1859	20.694	364.20502	[M-3H]-	0.397	266.47	364.20221:1450 365.20556:0 366.20892:0	40.01963:160 41.1504:20 61.98914:100 83.99703:40	3.47561E-05	9.99552E-06	1.0235E-05	1.15165E-05	2.26228E-05	1.12347E-05	5.55782E-06	3.66329E-05	1.80317E-05	1.78297E-05	8.69844E-06	8.73412E-06	8.28421E-06	1.84558E-05	4.0731E-06	3.66455E-05	3.61293E-05	2.82261E-05	6.15234E-06	1.27424E-05	1.84785E-05
1860	1.18	364.87598	[3M-H]-	0.794	1309.57	364.86725:6445 365.8706:648 366.87396:14181	92.92312:93 94.92308:40 96.91722:20 102.95361:60 112.9857:7	8.18492E-05	5.15235E-05	6.84156E-05	7.79516E-05	7.08561E-05	5.70784E-05	4.56957E-05	5.66192E-05	6.31814E-05	5.19714E-05	4.98559E-05	6.14186E-05	5.50101E-05	5.57982E-05	4.32465E-05	5.63322E-05	6.10095E-05	6.51298E-05	4.02841E-05	3.61399E-05	6.15538E-05
1861	20.121	365.21054	[M-H]-	0.984	3190.35	365.20374:9948 366.20709:3980 367.21045:0	34.96855:40 36.96585:320	0.000155382	0.000165869	0.000154474	0.000128521	7.6095E-05	0.000126439	0.000239891	0.000228388	0.000265732	0.000231901	0.000269338	0.000335816	0.000261124	0.000167921	0.000364051	0.000262082	0.000234444	0.000233876	0.000219401	0.000231095	0.000255926
1862	20.914	365.21097	[M-H]-	0.048	648.52	365.21072:3630 366.21407:1552 367.21743:1358	34.96765:87 365.3277:33	2.12931E-06	8.18552E-06	1.07824E-05	5.3377E-06	1.00885E-06	4.27435E-06	1.31103E-05	1.29686E-05	1.50151E-05	2.64027E-05	3.21991E-05	4.96121E-05	2.72765E-05	6.22163E-06	1.58187E-05	5.78696E-06	9.06151E-06	4.7864E-06	1.89835E-05	2.06964E-05	8.37315E-06
1863	20.577	365.21185	[M-3H]-	0.286	760	365.21326:4372 366.21661:1980 367.21997:1980	34.96842:180	2.18646E-05	1.07399E-05	3.50636E-06	9.69353E-06	5.1448E-06	4.77566E-06	1.38407E-05	2.7143E-05	1.95478E-05	4.17814E-05	4.89137E-05	6.21384E-05	7.94243E-05	1.63727E-05	1.70392E-05	1.54161E-05	1.89249E-05	2.37726E-05	3.69226E-05	3.55837E-05	2.28772E-05
1864	19.306	365.22815	[M-H]-	0.444	296.39	365.23096:1522 366.23431:852 367.23767:0	76.28816:7 90.98219:7 96.95618:67 99.57009:7 365.22745:100	1.5031E-05	6.38152E-06	1.27054E-05	1.51313E-05	2.29699E-05	2.85933E-05	1.448E-05	6.06091E-06	1.05867E-05	5.56424E-05	6.57025E-06	1.4963E-05	2.80993E-05	8.90424E-06	7.19887E-06	6.11284E-06	1.21157E-05	1.75511E-05	7.82715E-06	6.00039E-06	5.58042E-06
1865	20.821	365.24438	[M-H]-	1	15944.76	365.24252:67513 366.24587:15229 367.24923:32171	31.21152:7 34.96853:1353 35.4212:13 365.34036:27	0.001153267	0.001226726	0.001314113	0.00129837	0.00130395	0.002299918	0.001567022	0.000883048	0.001476851	0.001768571	0.001464318	0.001815151	0.002018033	0.001004821	0.001344868	0.00121703	0.001222629	0.001046617	0.003032247	0.001938867	0.001177738
1866	20.505	365.24463	[2M+FA-H]-	1	1923.77	365.24286:7166 366.24621:1855 367.24957:4795	34.96434:16 34.96856:142	0.000118075	0.00011131	0.000127632	0.000109033	0.000121016	0.000254685	0.000139209	0.000108313	0.000140979	0.0002013	0.000152801	0.000179825	0.000162295	8.87023E-05	0.000126782	0.000121571	0.000118269	0.000129826	0.000384233	0.000157138	8.94154E-05
1867	20.815	365.32898	[M-H]-	0.19	62.42	365.32898:3838 366.33233:1030 367.33569:0		8.11927E-06	3.17876E-06	0	2.58598E-06	2.36803E-07	2.60947E-06	1.43579E-05	7.59502E-05	0	6.70656E-06	3.2336E-05	4.60436E-05	6.96727E-05	0	2.04615E-05	3.35602E-06	1.36545E-05	0	7.47277E-06	1.17157E-05	4.12774E-05
1868	20.669	365.33557	[M-H]-	0.032	42.05	365.33557:2247 366.33892:0 367.34228:0		0	0	0	4.08692E-06	0	2.55933E-06	0	0	0	1.81342E-06	0	0	1.45337E-06	0	3.0959E-06	7.77376E-06	1.06107E-05	0	0	9.31157E-06	6.75458E-06
1869	20.924	365.33655	[M-H]-	0.143	48.54	365.33136:1538 366.33471:832 367.33807:0	34.96774:67 319.2182:7 365.33371:47	2.97117E-05	1.04278E-05	0	3.20074E-05	1.01598E-05	1.29787E-05	6.786E-05	8.43521E-05	0	7.25809E-06	3.2336E-05	4.05854E-05	7.10276E-06	0	2.1763E-07	1.13006E-06	8.08841E-06	0	2.04624E-06	7.037E-07	2.568E-06
1870	20.411	366.21463	[M+FA-H]-	0.349	314.55	366.21463:4147 367.21798:1007 368.22134:0		1.81298E-06	4.00421E-06	2.88963E-06	1.207E-06	3.96078E-06	8.65952E-06	1.78731E-05	2.2849E-05	1.31656E-05	2.97493E-05	2.31154E-05	2.70442E-05	1.82445E-05	7.01004E-06	3.18167E-05	2.80202E-05	4.76949E-06	4.24091E-06	1.02704E-05	7.29017E-06	2.13041E-05
1871	21.912	366.22394	[M-2H]-	0.587	291.94	366.21735:1513 367.2207:836 368.22406:418	38.99481:20 40.01747:120 61.98695:80 84.00543:60	2.65484E-05	2.15309E-05	5.43832E-05	2.66009E-05	2.8251E-05	2.17016E-05	1.96403E-05	1.75903E-06	1.78207E-05	1.26697E-05	1.29641E-05	5.80155E-06	4.49842E-06	2.19369E-05	1.02841E-05	4.08714E-05	3.78549E-05	2.05359E-05	6.01093E-06	2.30546E-05	5.0855E-06
1872	21.92	366.25623	[M-H]-	0.016	125.23	366.25623:1000 367.25958:0 368.26294:0		3.06811E-06	6.62466E-06	1.73932E-06	2.27016E-06	1.92362E-06	4.39044E-06	6.73116E-06	6.58521E-06	3.11296E-06	1.47478E-05	1.00213E-05	9.2072E-06	0	7.43825E-06	0	4.8251E-06	9.44815E-06	9.49728E-06	7.28195E-06	0	1.30799E-06
1873	20.964	366.3374	[M-H]-	0.016	220.83	366.3374:1312 367.34075:0 368.34411:0		8.1737E-06	1.04758E-06	0	0	0	1.85222E-06	6.23069E-06	2.81549E-06	0	7.25809E-07	2.29065E-06	5.03344E-06	3.79048E-06	0	0	0	0	0	0	1.09044E-06	1.19184E-06
1874	1.318	367.09488	[M-H]-	0.175	230.45	367.10538:1280 368.10873:0 369.11209:0	101.02297:20 113.01721:40 168.07497:20	8.36758E-06	3.23879E-06	7.04391E-06	8.82424E-06	5.84872E-06	1.52241E-06	7.24599E-06	6.02159E-06	1.29546E-05	1.12335E-05	7.64943E-06	8.23816E-06	9.77977E-06	4.45086E-06	2.56462E-06	2.27063E-06	7.11531E-06	2.20158E-06	1.05651E-05	1.15562E-05	4.60069E-06
1875	16.93	367.17188	[M-H]-	0.016	166.32	367.17188:1056 368.17522:186 369.17858:0		2.61912E-07	0	3.70732E-07	0	4.3468E-07	0	4.71732E-07	6.1081E-07	0	0	8.35496E-08	0	0	1.05793E-07	0	1.10378E-07	1.24557E-07	5.62284E-07	1.87416E-07	3.22944E-07	2.65638E-06
1876	14.268	367.18643	[M-H]-	0.016	177.12	367.18643:1043 368.18978:139 369.19314:0	68.98181:3 68.99536:34 112.98425:70 113.00593:3	1.02044E-07	4.50249E-08	1.38591E-08	0	5.83899E-08	5.54083E-08	5.45964E-07	4.98085E-08	6.12172E-07	8.82442E-08	2.32082E-08	1.27171E-08	1.80499E-07	1.51133E-08	3.41381E-08	4.46768E-08	0	3.63666E-08	0	1.39544E-08	2.02006E-08
1877	20.564	367.20691	[M-H]-	0.048	367.41	367.20691:2988 368.21026:0 369.21362:0		1.97625E-06	0	0	2.08567E-06	0	8.70701E-07	0	6.55375E-06	4.74629E-06	1.19372E-05	1.71346E-05	1.02627E-05	2.01081E-05	1.30226E-06	7.61706E-07	4.18385E-06	2.1538E-06	3.0492E-06	1.00421E-05	5.76117E-07	3.51238E-06
1878	21.497	367.24405	[M-H]-	0.778	432.82	367.23367:1100 368.23702:1070 369.24038:803	34.96729:24 34.96849:84	2.70416E-05	1.75207E-05	1.68077E-05	1.3277E-05	8.34327E-06	1.87438E-05	1.57348E-05	1.86887E-05	4.42848E-06	2.74307E-05	3.31854E-05	3.64295E-05	2.42549E-05	6.25186E-06	6.10453E-05	2.50216E-05	2.51709E-05	2.10786E-05	4.7946E-05	4.95142E-05	1.21431E-05
1879	20.687	368.22949	[M-H]-	0.667	513.18	368.2377:5306 369.24105:1008 370.24441:0	34.96745:20 45.99139:40 265.21375:20	3.41404E-05	3.54376E-05	9.18861E-06	4.93651E-05	1.39941E-05	8.45636E-06	4.79969E-05	2.11529E-05	2.00141E-05	2.64115E-05	6.49018E-05	7.63892E-05	5.72089E-05	3.23827E-05	6.17793E-05	3.24249E-05	2.1717E-05	3.57372E-05	3.73707E-05	2.79865E-05	4.05603E-05
1880	21.275	368.31857	[M-H]-	0.016	240.59	368.31857:1260 369.32192:0 370.32528:0		7.11924E-06	7.86434E-06	2.70253E-06	2.08567E-06	2.05987E-06	5.32183E-06	6.06068E-06	0	2.24029E-06	4.78284E-06	0	2.38573E-06	7.82945E-07	6.59946E-07	4.7836E-06	2.3705E-06	1.24297E-06	1.25884E-06	8.63134E-06	1.25988E-06	4.65624E-06
1881	13.424	369.22516	[M-H]-	0.286	308.33	369.21478:2811 370.21813:587 371.22149:82	41.00201:3 43.01646:14 125.09278:11 151.10481:6 169.08119:71 173.09468:3 177.09145:9 191.12122:3 195.09602:20	3.7416E-07	1.59088E-07	1.03944E-07	5.19073E-07	3.7629E-07	4.48543E-07	5.02861E-08	3.17202E-07	6.46037E-07	4.12542E-07	6.4983E-08	7.83375E-07	2.3207E-07	6.32239E-07	8.45558E-06	1.07093E-05	1.74587E-05	4.59338E-06	4.80465E-07	5.96052E-06	7.06264E-06
1882	13.712	369.22659	[M-H]-	0.016	123.99	369.22659:1129 370.22994:0 371.2333:0		2.65994E-06	2.47036E-06	2.65402E-06	1.85741E-06	1.34297E-06	4.59097E-07	7.97395E-07	9.17526E-08	3.36304E-06	2.66939E-07	1.62458E-08	3.75664E-06	1.6831E-06	2.84633E-06	1.34845E-06	5.6687E-06	4.43474E-06	3.42965E-06	8.12702E-07	9.28964E-07	6.32531E-06
1883	21.918	369.25128	[M-H]-	0.571	424.75	369.24765:2624 370.251:2503 371.25436:0	121.03172:20 306.24124:80	1.53984E-05	1.90125E-05	1.06785E-05	9.86551E-06	8.65144E-06	1.92557E-05	3.2595E-05	5.99275E-06	1.48797E-05	1.5167E-05	2.88432E-05	6.89523E-06	1.94048E-05	1.48941E-05	5.58286E-05	5.40852E-06	9.49227E-06	2.82093E-05	1.81606E-05	1.90617E-05	1.7221E-05
1884	20.801	369.29538	[M-H]-	0.016	232.37	369.29538:1403 370.29873:0 371.30209:0		4.05794E-06	4.14229E-06	5.05858E-06	8.41148E-06	5.33943E-06	9.53814E-06	2.20541E-06	2.43013E-06	1.0472E-06	7.89565E-06	2.78035E-06	3.21489E-06	2.62075E-06	0	7.63199E-06	2.11295E-06	4.36987E-06	1.25605E-06	2.62552E-06	7.47557E-06	0
1885	10.236	369.88269	[M-H]-	0.159	207.14	369.88269:2399 370.88604:351 371.8894:2380	121.02649:8 160.84346:52 165.05598:12 250.66734:4 290.92996:28 334.9194:12 369.88617:12	4.39842E-05	5.67914E-06	9.25097E-07	3.69918E-06	3.27632E-06	2.77516E-05	2.41397E-05	3.87196E-06	2.77014E-05	1.93343E-05	1.7383E-06	1.98438E-05	4.71173E-07	1.32241E-06	3.52049E-07	2.14186E-06	1.01202E-06	9.51127E-07	6.03137E-07	2.6314E-07	9.39328E-07
1886	10.15	369.88916	[M-H]-	0.556	192.64	369.88916:2030 370.89251:291 371.89587:2509	90.8381:4 123.8743:4 144.09529:4 160.84062:68 165.0531:12 290.9295:20 325.84647:4 334.92075:20 369.88562:16	4.51475E-05	4.40944E-05	4.7672E-05	3.55909E-05	3.16149E-05	2.8369E-05	2.39745E-05	2.46133E-05	3.05721E-05	7.0838E-06	2.08387E-05	2.47552E-05	1.73889E-05	2.25213E-05	2.50702E-06	1.60206E-05	3.83791E-06	1.00456E-05	9.58545E-06	1.12074E-05	1.26582E-05
1887	21.913	370.26346	[M-H]-	0.619	448.37	370.26346:6384 371.26681:3021 372.27017:0		7.69069E-06	2.30377E-05	1.05503E-05	2.02751E-05	5.78384E-06	1.05302E-05	3.28824E-05	4.80521E-06	2.32573E-05	4.69172E-05	4.3469E-05	4.35206E-05	3.06309E-05	2.27631E-05	7.14275E-05	7.08522E-06	1.59018E-05	2.84415E-05	4.9643E-05	1.27483E-05	1.88977E-05
1888	1.382	371.16553	[M-2H]-	0.016	181.94	371.16553:1026 372.16888:210 373.17224:0	131.08154:180 135.04823:20	1.398E-06	1.40177E-06	1.40324E-06	2.24515E-06	0	5.46167E-07	4.47786E-07	0	1.4614E-06	9.44213E-07	0	6.00248E-07	3.89128E-07	2.9219E-07	5.97416E-07	5.10892E-06	9.34176E-07	7.27332E-08	5.77581E-07	1.57485E-06	9.82254E-07
1889	14.806	371.20416	[M-H]-	0.159	329.2	371.20306:1323 372.20641:345 373.20977:29	43.02917:1 57.03088:3 61.98753:1 72.99459:3 74.99702:3 75.00851:14 85.02954:11 95.01228:3 113.02029:4 129.0235:1 371.20932:10	1.05241E-05	1.73166E-05	8.2843E-06	1.61257E-05	7.32339E-05	5.23212E-06	9.98539E-06	7.97199E-06	2.42264E-07	3.67096E-06	1.67099E-07	9.38524E-07	1.48431E-05	1.38035E-06	2.379E-06	8.93011E-06	5.5298E-06	5.08853E-06	5.21356E-07	2.79088E-06	3.0114E-05
1890	20.413	371.21524	[M-H2O-H]-	0.968	676.11	371.21506:3561 372.21841:0 373.22177:0	44.99963:30 205.11972:10 259.24805:10 303.23203:50	4.53788E-05	3.9877E-05	5.0624E-05	5.43088E-05	4.10513E-05	1.83744E-05	5.33225E-05	4.97246E-05	5.53898E-05	5.36591E-05	4.0069E-05	3.6839E-05	6.70168E-05	1.17078E-05	4.27665E-05	6.77668E-05	7.80141E-05	2.41558E-05	3.65733E-05	5.96251E-05	3.39193E-05
1891	19.052	371.24649	[M-H]-	0.159	309.99	371.25525:1548 372.2586:282 373.26196:282	91.05397:20 95.04993:20 121.06211:20 121.1014:20 161.12785:20 205.16866:20 217.1584:20 233.18442:20 309.25449:20 353.23981:20 353.25131:20	1.27555E-06	7.80431E-07	0	0	1.84901E-07	0	9.76988E-07	2.6582E-06	1.52105E-05	4.80269E-06	2.96137E-06	4.085E-05	7.09338E-06	1.14508E-05	2.81661E-05	2.8015E-06	5.9943E-07	1.85749E-06	2.26262E-06	1.35437E-05	1.92335E-05
1892	16.179	372.16229	[M-H]-	0.079	211.38	372.16147:1144 373.16482:0 374.16818:0	61.97742:3 61.98625:30 89.87552:1 99.00922:7 206.08879:1 209.15053:4	0	8.40464E-08	0	0	4.21705E-08	0	0	3.6701E-08	0	7.50076E-08	0	6.35856E-08	1.40649E-07	0	0	0	0	1.87428E-07	0	0	0
1893	20.362	372.29849	[M-H]-	0.27	905.36	372.29565:8618 373.299:2501 374.30236:5502	34.96811:264	0	1.06499E-05	5.5783E-06	1.21325E-05	2.73459E-06	1.49681E-05	3.23148E-05	3.90342E-06	1.17329E-05	3.54962E-06	0	3.39547E-06	5.89084E-06	2.85641E-06	1.74744E-06	9.38213E-07	2.42886E-06	2.90541E-05	8.42007E-06	4.01886E-06	0
1894	21.553	372.30743	[M-H]-	0.016	156.83	372.30743:1144 373.31078:0 374.31414:0		0	9.84544E-07	0	5.04064E-06	3.91537E-06	5.64637E-06	1.74325E-06	0	0	2.37818E-06	1.33679E-06	0	0	2.8816E-06	1.59596E-06	2.6333E-06	0	4.97943E-07	5.36349E-06	3.73978E-06	3.23715E-06
1895	1.181	372.80801	[M-H]-	0.016	225.4	372.80801:1101 373.81136:0 374.81472:222		3.87766E-06	4.47847E-06	3.96371E-06	5.07191E-06	5.39782E-06	2.75986E-06	4.59041E-06	1.05804E-05	4.76452E-06	6.08664E-06	6.93694E-06	8.01688E-06	7.28092E-06	5.78335E-06	1.30578E-06	2.35999E-06	3.31114E-06	3.46322E-06	2.95776E-06	2.89055E-06	3.48965E-06
1896	19.881	373.19458	[M+FA-H]-	0.27	258.24	373.1951:1019 374.19845:0 375.20181:0	208.97231:20 277.20609:40	2.93409E-05	1.14363E-05	1.18011E-05	2.64039E-05	9.44619E-06	1.24457E-05	8.77134E-06	1.28637E-05	6.8954E-06	1.49486E-05	2.50626E-05	7.28437E-06	8.85149E-06	1.11183E-05	1.10223E-05	6.62794E-06	1.14021E-05	8.12094E-06	3.34281E-06	6.38513E-06	2.32812E-06
