Alignment ID	Average Rt(min)	Average Mz	Adduct type	Fill %	S/N average	MS1 isotopic spectrum	MS/MS spectrum	NC	NC	NC	NC	NC	NC	NC	UC	UC	UC	UC	UC	UC	UC	CS	CS	CS	CS	CS	CS	CS
409	2.885	153.0401	[M+H]+	0.222	462.02	153.03946:7017 154.04281:541 155.04617:0	43.03001:3 53.01634:4 55.02072:3 55.03056:57 77.04186:1 81.01064:51 82.04151:34 83.02683:6 93.00954:10 99.02445:1 108.02283:11 110.02566:6 110.0385:108 136.00209:3 136.01637:39	1.93683E-07	9.0478E-05	1.63294E-08	1.35712E-06	0.000157594	6.29219E-05	0.000140274	1.1774E-07	0	3.00599E-08	5.65178E-09	0.000222732	0.000156846	9.15068E-09	8.35772E-08	1.21708E-07	1.21692E-07	0.000118934	3.4513E-08	0	1.78575E-07
410	2.454	153.04066	[M+H]+	0.016	360.78	153.04066:5042 154.04401:360 155.04737:20	43.03164:6 55.03168:54 56.01622:9 81.01117:37 82.03928:14 82.04297:49 93.01212:3 108.02141:11 110.03814:71 136.01726:31	0	0	0	0	9.51886E-09	0	0	3.11665E-08	6.11599E-09	0	1.88393E-09	0	0	6.95452E-08	0	0	0	4.804E-09	0	0	0
411	4.859	153.04291	[M+H]+	0.016	28.2	153.04291:1060 154.04626:0 155.04962:50		1.61466E-06	0	4.40711E-06	1.63598E-06	2.40446E-06	5.02759E-09	1.45524E-06	0	0	2.3547E-07	2.34172E-06	7.50522E-09	3.34203E-06	4.51312E-06	1.80039E-06	0	3.23067E-06	1.3259E-06	9.21497E-07	1.52376E-06	1.2571E-06
412	4.087	153.06389	[M+H]+	0.175	436.64	153.06526:8535 154.06861:730 155.07197:120	42.0368:20 53.04113:40 55.05506:10 56.01614:5 65.04086:20 67.0424:20 70.03153:15 78.0368:100 80.05238:65 82.06778:15 92.05305:25 108.04771:115 110.06147:60 122.02564:10 153.06755:30	3.19961E-05	8.07721E-05	6.89462E-08	5.39129E-07	2.20838E-07	2.89991E-05	3.1937E-05	9.01179E-05	0.000235476	8.01599E-08	6.40535E-08	0.000170163	9.56839E-07	1.00657E-07	1.82825E-07	2.76464E-05	5.53448E-07	1.20596E-05	9.14594E-08	3.56249E-07	9.54758E-08
413	3.829	153.06433	[M+NH4]+	0.81	484.54	153.06627:8274 154.06962:1116 155.07298:250	37.00719:4 39.0245:60 42.03664:96 53.04171:68 67.02133:28 68.05267:12 79.02033:12 80.05128:88 84.04536:32 92.05187:406 95.01304:48 108.04643:108 136.03221:16 136.04173:132 140.56157:4	8.10669E-05	3.69117E-09	7.38795E-05	8.26112E-05	9.32563E-05	2.01103E-08	8.56432E-05	0.000103163	6.11599E-09	7.03904E-05	0.000143855	0.000270678	0.00011978	0.000128735	0.000146925	8.86306E-05	0.000101591	5.7925E-05	0.00010519	0.000114675	0.00013467
414	3.978	153.06456	[M+NH4]+	0.873	306.93	153.06755:2349 154.0709:81 155.07426:0	42.03599:13 66.03767:7 75.02255:7 78.03572:27 80.05311:27 94.03001:13 95.04984:7 108.04751:33 110.06341:33 122.03558:7	3.19078E-05	0.000104373	6.15926E-05	2.17287E-05	2.1427E-05	5.37533E-05	3.1937E-05	9.12416E-05	0.000171264	2.32681E-05	0.000111018	0.00016903	2.93871E-05	4.59602E-05	4.25686E-05	2.78306E-05	2.54986E-05	1.20596E-05	2.97813E-05	3.75896E-05	4.55826E-05
415	3.696	153.06595	[M+NH4]+	0.016	519.86	153.06595:7950 154.0693:1032 155.07266:120	39.02024:10 39.02406:90 42.03553:95 53.04048:90 67.01662:15 68.05383:15 80.05164:90 84.04853:30 92.05129:383 95.01444:50 108.04689:90 136.04347:140	5.75296E-09	2.58382E-08	1.63294E-08	2.60269E-08	1.33264E-08	1.00552E-08	9.38865E-09	5.19441E-09	6.11599E-09	1.002E-08	1.69553E-08	4.7533E-08	2.1502E-08	1.09808E-08	1.91531E-08	1.01423E-08	5.00104E-09	8.00666E-09	1.55308E-08	1.41089E-08	2.4753E-08
416	3.816	154.04863	[M+H]+	0.556	288.98	154.04994:2007 155.05329:200 156.05665:0	40.03289:5 42.03731:15 54.04362:10 80.05219:5 92.05383:15 93.05505:40 108.04643:15 109.05312:10 136.03935:10 137.05276:10	2.01392E-05	2.58382E-08	1.73109E-05	1.96131E-05	2.2573E-05	1.00552E-08	4.69432E-09	5.19441E-09	1.01933E-08	1.68269E-05	3.46454E-05	5.84531E-05	2.45922E-05	2.69744E-05	2.76815E-05	5.07117E-09	2.04509E-05	1.27626E-05	2.10788E-05	2.10716E-05	2.8298E-05
417	3.91	154.04926	[M+H]+	0.333	278.52	154.04976:2426 155.05311:200 156.05647:0	40.633:5 42.03673:20 53.04254:15 81.05407:15 92.05095:20 93.05707:35 96.01623:5 109.05103:10 136.04175:10	6.90355E-08	2.26398E-05	1.75958E-05	1.99292E-05	1.29457E-07	1.37538E-05	1.99509E-05	2.32848E-05	3.72097E-05	3.33999E-08	1.46946E-07	6.03795E-05	2.45937E-05	1.77523E-07	1.34072E-07	1.98232E-05	3.83413E-08	1.28859E-05	1.10442E-07	8.99441E-08	1.23765E-07
418	3.696	154.05087	[M+H]+	0.016	254.66	154.05087:1623 155.05422:140 156.05758:0	40.02987:20 80.05254:13 92.05227:20 93.05544:47 109.04825:20 137.04973:13	0	5.53676E-09	1.63294E-08	9.29532E-09	7.61509E-09	5.02759E-09	7.82387E-09	5.19441E-09	6.11599E-09	1.169E-08	5.65178E-09	7.50522E-09	0	2.6892E-05	5.22357E-09	5.07117E-09	5.00104E-09	1.4412E-08	0	0	1.23765E-08
419	1.357	154.05719	[M+H]+	0.016	258.18	154.05719:1657 155.06054:0 156.0639:0	38.96609:10	8.24591E-08	1.01507E-07	2.903E-08	0	6.6632E-08	0	5.63319E-08	5.90431E-07	6.93146E-08	4.00799E-07	2.61866E-07	9.25643E-08	9.36873E-08	3.66027E-08	0	2.33274E-07	1.58366E-07	2.72227E-08	8.80081E-08	1.79888E-07	2.36921E-07
420	1.526	154.0598	[M+H]+	0.286	141.78	154.05725:1011 155.0606:117 156.06396:0	95.05364:20	7.52487E-06	6.06644E-06	7.3591E-06	8.7692E-06	7.54084E-06	6.54927E-06	6.80677E-06	7.10596E-06	6.88253E-06	6.3009E-06	1.02052E-05	1.2286E-05	8.35814E-06	1.00163E-05	7.48886E-06	9.61495E-06	1.19958E-05	1.09915E-05	9.13041E-06	8.86743E-06	8.91992E-06
421	3.138	154.08331	[M+H]+	0.016	154.36	154.08331:1162 155.08666:82 156.09002:0	41.04156:5 95.02666:5	8.01196E-06	9.53061E-06	8.58562E-06	7.28195E-06	8.86587E-06	8.6994E-06	4.69432E-09	7.98381E-06	2.03866E-08	8.0878E-06	1.03578E-05	1.42849E-05	8.22759E-06	9.28794E-06	9.88822E-06	8.29982E-06	7.95165E-06	9.88663E-06	1.02227E-05	9.43002E-06	5.30421E-09
422	2.889	154.08516	[M+H]+	0.016	170.66	154.08516:1088 155.08851:60 156.09187:0		2.9436E-06	3.92925E-06	2.6635E-06	2.41678E-06	2.08653E-06	2.94114E-06	3.17493E-06	4.01182E-06	2.65026E-08	3.82596E-06	5.65178E-09	7.0449E-06	3.14236E-06	6.7715E-08	3.1028E-06	3.94875E-06	3.0423E-06	2.5221E-06	0	1.05817E-08	4.29288E-06
423	12.071	155.04564	[M+H]+	0.746	1013.92	155.04514:20981 156.04849:1115 157.05185:243	80.97659:235 98.98782:190	0.000222941	0.000215101	0.000170382	0.000112087	0.000236508	0.000179069	0.000133377	0.000201102	0.000235682	0.000175475	0.000189572	0.000387552	0.000180689	0.000182792	0.000183499	0.000258339	0.000154054	0.00014334	0.000124713	0.000137159	0.000209727
424	11.232	155.07143	[M+H-H2O]+	0.587	62.73	155.07195:1126 156.0753:260 157.07866:50	55.05636:7	1.26124E-05	1.12267E-05	1.57742E-05	1.06747E-05	4.1883E-08	1.1959E-05	8.80342E-06	1.02278E-05	1.78791E-05	1.14812E-05	1.41351E-05	2.50299E-05	1.4093E-05	1.25584E-05	1.11384E-05	1.31546E-05	1.09306E-05	9.83859E-06	9.96045E-06	8.77925E-06	9.33188E-06
425	3.288	155.07993	[M+H-H2O]+	0.032	49.3	155.08095:1088 156.0843:70 157.08766:20	40.01964:13 42.03828:13 57.03813:7 67.03178:53 70.0668:67 73.32444:7 82.06714:127 84.55733:7 100.07889:20 109.08034:47	1.34236E-07	3.60074E-06	8.16468E-08	5.949E-08	8.75735E-08	3.34837E-06	1.97005E-06	5.71385E-08	1.01689E-05	2.505E-08	3.57946E-08	1.50104E-08	7.5257E-08	2.56219E-08	1.39295E-08	9.80427E-08	8.33507E-09	9.14681E-06	1.38052E-08	6.17263E-08	1.76807E-08
426	2.996	155.08095	[M+H-H2O]+	0.016	79.58	155.08095:1382 156.0843:100 157.08766:0	40.01825:12 40.02019:36 41.04194:8 43.05508:8 55.05592:8 67.0275:12 67.03:48 69.04812:12 69.05914:16 70.06754:72 75.52836:4 80.05164:8 82.06703:144 100.07877:60 109.07916:68 110.72209:4	2.09024E-07	1.45801E-07	3.08444E-08	7.06444E-08	5.33056E-08	6.70345E-08	4.8508E-08	4.15553E-08	1.46784E-07	1.4195E-07	1.50714E-08	5.50383E-08	2.91813E-08	1.83014E-09	1.63672E-07	3.38078E-08	3.00062E-08	9.44786E-08	1.79468E-07	5.11447E-08	3.35933E-08
427	3.167	155.08328	[M+H-H2O]+	0.063	59.8	155.08328:1698 156.08663:120 157.08999:0	40.01922:25 67.03122:85 68.05169:20 69.06207:15 70.06622:80 82.06744:165 100.07817:50 109.07745:60	3.41342E-06	1.99323E-07	2.31877E-06	3.7739E-07	1.85047E-06	3.35172E-08	4.69432E-09	3.00064E-06	0	6.13724E-06	4.95284E-06	1.1543E-05	4.97157E-06	4.35206E-06	1.6402E-06	2.91085E-06	1.39029E-06	2.06572E-07	9.62913E-07	1.97524E-06	1.61955E-06
428	10.984	155.10757	[M+H]+	0.048	45.73	155.10518:1063 156.10853:70 157.11189:60	39.0251:6 41.04103:24 43.02068:11 43.05683:11 45.04012:1 53.03868:3 55.05484:9 57.03307:3 67.05468:9 69.07146:6 77.04017:4 79.05653:10 81.07229:16 91.05404:3 91.05794:6 107.08548:3 109.10308:3	2.99729E-06	3.97539E-06	2.8776E-06	1.66944E-06	9.48079E-06	1.15635E-06	2.61787E-06	1.35747E-06	8.92935E-07	8.95118E-07	2.03464E-06	5.35372E-07	6.64719E-06	2.56219E-06	6.09417E-07	9.56762E-07	2.49719E-06	8.7753E-07	9.80169E-07	3.40377E-07	7.47364E-06
429	1.236	156.07553	[M+H]+	0.984	1282.93	156.07509:7588 157.07844:720 158.0818:290	41.03778:20 56.05107:80 57.52189:10 66.58016:10 81.04662:130 82.0546:160 83.06325:496 93.03925:30 93.04614:250 95.06372:60 110.07405:210	5.76907E-05	5.86804E-05	6.24961E-05	5.5612E-05	4.64825E-05	4.89285E-05	5.29739E-05	6.03106E-05	8.64557E-05	6.42531E-05	7.88536E-05	0.000102349	6.25985E-05	6.00065E-05	5.1501E-05	7.76093E-05	5.86889E-05	4.96413E-05	5.37454E-05	6.18904E-05	5.83446E-05
430	12.921	156.13965	[M+H]+	0.048	158.7	156.13898:1396 157.14233:160 158.14569:0	43.01949:5	5.70502E-06	5.06429E-06	5.22358E-06	6.65731E-06	5.42575E-06	5.59738E-06	5.75211E-06	4.48278E-06	3.80415E-06	3.66063E-06	3.27615E-06	8.83114E-07	4.22207E-06	4.11598E-06	1.12307E-06	3.57349E-06	2.97895E-06	3.38682E-06	1.82229E-06	2.3844E-06	1.19522E-06
431	1.62	157.06207	[M+H]+	0.016	55.07	157.06207:1057 158.06542:60 159.06878:110	69.04766:10 81.04097:20 81.04832:30 82.05447:90 83.06033:70 111.05763:20	5.86227E-06	6.91726E-06	3.71584E-06	4.85402E-06	5.40481E-06	1.77977E-06	2.75087E-06	3.86291E-06	1.95508E-06	1.89211E-06	2.78821E-06	1.46352E-06	4.33726E-06	2.62625E-06	2.39762E-06	3.08496E-06	3.01896E-06	2.79272E-06	2.4556E-06	4.15154E-06	4.96121E-06
432	6.582	158.02939	[M+H]+	0.063	135.38	158.02702:1512 159.03037:60 160.03373:40	56.05414:3 70.99773:9 72.00629:4 80.05119:4 84.08361:3 85.01239:6 86.02196:3 98.0179:1 112.02213:23 113.03194:41 140.01988:3 158.02959:7	1.72589E-08	9.22793E-09	1.63294E-08	9.29532E-09	1.14226E-08	5.02759E-09	3.4425E-08	5.19441E-09	1.42707E-08	5.00999E-09	5.65178E-09	4.50313E-08	4.60757E-09	1.09808E-08	5.22357E-09	6.76157E-09	5.00104E-09	4.804E-09	5.17695E-09	4.76175E-08	1.41446E-08
433	1.904	158.11563	[M+H]+	0.016	223.11	158.11563:2570 159.11898:210 160.12234:30811	39.02254:3 43.01935:11 44.05136:6 46.06826:9 56.04958:6 58.06644:23 67.05479:9 69.06989:6 71.07266:11 79.04219:3 87.04343:3 96.08033:6 98.09702:17 102.05405:11 112.11329:14 158.11891:26	3.16413E-07	2.6761E-07	3.44731E-07	2.69564E-07	0	3.6869E-07	2.81659E-08	1.0562E-06	1.65132E-07	1.21409E-06	6.49955E-07	0	0	1.72033E-07	1.8979E-07	7.20107E-07	1.86705E-07	5.7648E-08	6.55747E-07	3.50958E-07	1.75039E-07
434	15.012	158.15532	[M+H]+	0.238	101.1	158.15532:1666 159.15867:360 160.16203:0		4.77688E-06	6.35066E-06	1.31361E-06	5.22583E-06	1.55157E-06	1.20327E-06	3.8556E-06	2.95389E-06	4.48302E-06	5.1152E-06	1.477E-06	7.59778E-06	6.74241E-07	4.49481E-06	7.58115E-06	1.31022E-05	6.89477E-06	1.16097E-05	7.08897E-06	5.07567E-06	5.66313E-06
435	14.637	158.15665	[M+H]+	0.016	88.26	158.15665:1257 159.16:60 160.16336:0	41.04035:11 43.01999:3 43.05613:19 44.05065:4 55.05709:3 57.07004:4 67.05885:1 102.09604:3	1.35962E-06	1.07413E-06	9.7069E-07	1.3125E-06	1.97992E-07	1.57363E-06	9.24782E-07	1.2986E-07	1.02341E-06	1.13226E-06	1.03616E-06	3.40737E-06	6.17415E-07	9.00427E-07	7.10406E-07	8.02936E-07	9.91873E-07	2.35396E-07	5.78093E-07	7.05444E-07	7.65575E-07
436	1.151	158.96303	[M+H+NH4]2+	1	3616.45	158.96399:13780 159.96734:0 160.9707:0	46.98557:20 46.98976:20 51.41954:20 90.97919:20	0.000119834	0.000138041	0.000117033	0.000111213	0.000135217	0.000105831	9.23013E-05	0.000145023	0.000122899	0.00012932	0.000135275	0.000188719	8.73995E-05	0.000128584	0.000131162	0.000147147	0.000142391	9.86261E-05	0.000103855	0.000135533	0.000166641
437	23.183	158.96576	[M+H]+	0.048	154.94	158.96576:1304 159.96911:20 160.97247:0		1.25223E-06	2.95478E-06	4.48876E-06	5.27974E-06	4.79179E-06	3.54948E-06	3.68817E-06	3.14089E-06	3.6329E-06	2.83899E-08	3.47585E-06	4.72578E-06	5.47533E-06	3.57426E-06	3.80624E-06	6.14457E-06	4.87768E-06	4.11062E-06	3.24595E-06	5.07743E-06	5.39615E-06
438	2.491	159.02838	[M+H]+	0.016	71.15	159.02838:1145 160.03173:20 161.03509:0		4.34924E-06	3.67087E-06	1.26825E-06	4.22937E-06	1.64676E-05	4.98401E-06	7.89742E-06	1.9202E-06	1.8348E-08	2.71208E-06	9.81526E-07	5.26616E-06	4.55075E-06	1.29025E-06	4.04479E-06	3.98087E-06	5.22108E-06	4.804E-09	3.64975E-06	1.52552E-06	3.72002E-06
439	1.367	159.07568	[M+3H]+	1	272.94	159.07591:1842 160.07926:224 161.08262:0	43.05484:20 70.06802:60	1.62847E-05	2.8662E-05	2.71086E-05	2.80533E-05	1.95517E-05	2.11242E-05	2.98058E-05	2.30009E-05	4.64183E-05	2.95022E-05	1.65371E-05	4.47036E-05	3.0453E-05	2.2992E-05	3.27396E-05	3.48457E-05	2.43151E-05	2.29199E-05	2.26975E-05	3.21453E-05	2.25305E-05
440	7.611	159.09108	[M+ACN+H]+	0.19	90.47	159.09157:1066 160.09492:0 161.09828:0	77.04145:20 92.04433:20 105.07664:20 115.06341:20 117.05951:20 117.06062:20 118.17822:20 130.0788:20 132.08568:20 132.0974:20 140.05299:20 159.09521:20	6.81342E-06	1.10735E-08	7.90886E-06	8.79709E-06	9.32848E-06	8.37931E-09	7.54221E-06	8.65735E-09	7.60626E-06	7.86569E-06	6.4939E-06	1.50104E-08	5.75025E-06	8.85786E-06	6.7889E-06	5.07117E-09	1.00471E-05	7.25564E-06	6.5057E-06	6.24847E-06	6.70276E-06
441	11.017	159.09244	[M+H]+	0.032	145.38	159.09244:1532 160.09579:171 161.09915:0	55.06037:10 103.61954:10 117.05949:30	3.45178E-08	1.10735E-08	4.73189E-06	3.46715E-06	3.04604E-08	8.37931E-09	2.95742E-06	1.03888E-08	6.11599E-09	2.77554E-06	1.50714E-08	6.75469E-08	1.542E-06	1.46411E-08	2.03545E-06	2.01833E-06	4.31923E-06	1.73424E-06	1.59277E-06	1.64192E-06	1.00603E-06
442	18.393	159.11467	[M+2H]+	0.048	76.3	159.11467:1495 160.11802:137 161.12138:2464	81.07349:20	1.74315E-06	1.7127E-06	7.3845E-07	5.22397E-07	1.89806E-06	4.29021E-07	9.0444E-07	2.15222E-06	1.37202E-06	1.57147E-06	4.1145E-06	1.89156E-05	4.99768E-06	5.58924E-06	9.39547E-06	4.91904E-07	2.0821E-06	9.35178E-07	2.51945E-06	2.95934E-06	3.36641E-06
443	10.905	160.04311	[M+H]+	0.016	195.94	160.04311:1624 161.04646:140 162.04982:40	47.0003:5 53.03286:5 72.09991:5 77.03938:5 87.02618:5 87.02998:5 101.95285:5 114.03988:5 144.08278:5	0	0	0	0	0	0	0	0	6.11599E-09	0	0	0	0	0	0	0	1.50031E-08	0	0	0	0
444	5.125	160.07359	[M+H]+	0.159	4298.49	160.07359:38427 161.07694:4586 162.0803:164	65.03747:13 67.0448:47 75.02615:7 77.04032:173 78.0493:27 79.05668:60 80.05043:20 89.0423:93 90.04738:67 91.05711:67 92.05193:20 94.04292:20 102.03638:13 103.05616:80 104.04978:27 105.03562:13 105.06071:27 105.07222:93 106.07024:20 114.05086:27 115.05005:62 115.05662:672 116.05249:67 117.06039:288 130.06696:120 131.07542:73 132.0491:20 132.08194:53 133.05582:113 140.05157:20 141.06039:40 142.06798:40 143.07428:60 144.04984:13 150.21275:7 158.062:20 159.07057:133 160.07976:33	0.000427004	0.00039624	5.42498E-07	6.83764E-06	7.32952E-07	0.000353287	0.000351885	0.000376538	0.000467415	8.12287E-06	4.78894E-06	0.000513297	0.000374808	4.24592E-07	6.02452E-06	0.000344536	2.88393E-07	0.000282355	3.39953E-07	3.31559E-07	1.43125E-05
445	5.032	160.07372	[M+H]+	0.794	4292.11	160.07344:38525 161.07679:7991 162.08015:423	64.01612:5 65.03979:25 67.04298:35 77.04107:130 78.03923:15 79.05653:80 89.04119:125 90.05109:40 91.05599:30 94.04178:30 103.05704:70 104.0517:50 105.05952:30 105.07311:120 107.0517:40 114.04743:15 115.05646:666 116.05344:50 117.06134:298 128.05228:15 130.05516:15 130.06795:135 131.05074:30 131.07527:65 132.04544:20 133.05447:95 141.05904:40 142.06783:45 143.07533:75 144.04599:15 145.05557:15 157.05266:5 158.06184:20 159.0704:125 160.07573:45	0.000426912	5.53676E-09	0.000350492	0.00041986	0.000411327	5.02759E-09	0.000351885	0.000375391	6.11599E-09	0.000360724	0.000343615	0.000513297	0.000374808	0.000337583	0.000338529	0.000345268	0.00033764	0.000282377	0.000407426	0.000339869	0.000306431
446	4.947	160.07436	[M+H]+	0.048	4149.18	160.07335:33714 161.0767:4356 162.08006:348	65.03854:20 77.04153:180 78.04691:20 79.05518:80 89.04075:80 90.04871:50 91.05944:30 102.04919:10 103.05556:70 104.05126:70 105.05803:30 105.07372:90 107.04914:20 115.05711:440 116.0508:60 117.04655:30 117.05759:200 130.06984:100 131.07483:40 133.05522:90 134.41922:10 140.05098:30 142.06982:30 143.07491:70 159.07127:90 160.07532:50	0.00043026	5.53676E-09	0.00035362	0.00041986	3.80754E-09	5.02759E-09	4.69432E-09	5.19441E-09	6.11599E-09	0.000363598	0.000346646	7.50522E-09	0	0.000340568	5.22357E-09	5.07117E-09	0.000337562	4.804E-09	3.4513E-09	0.00034314	1.59126E-08
447	6.16	160.07573	[M+H]+	0.032	127.37	160.07443:1040 161.07778:70 162.08114:0	67.05154:3 77.03863:6 91.05145:6 115.05692:11 117.05629:9 132.08118:6	2.05381E-06	1.10735E-08	1.02512E-06	4.46175E-08	5.71132E-09	1.50828E-08	2.34716E-08	1.55832E-08	1.2232E-08	4.02636E-06	1.98001E-06	2.00139E-08	1.68944E-08	2.19616E-08	1.28152E-06	1.01423E-08	8.3184E-07	3.04253E-08	1.35636E-06	1.13224E-06	2.82891E-08
448	8.795	160.07634	[M+H]+	0.048	146.42	160.07565:1139 161.079:130 162.08236:0	94.04207:3 107.05416:3 115.05466:9 159.06717:3	5.56503E-06	5.94833E-06	3.2187E-06	6.99008E-07	2.98892E-06	6.33644E-06	2.25328E-06	4.03952E-06	1.98668E-05	4.83464E-06	1.76147E-06	7.50522E-09	5.61663E-06	3.62733E-06	1.55837E-06	1.75463E-06	6.00125E-07	8.25487E-06	1.65317E-06	7.49534E-07	1.26417E-06
449	9.081	160.07663	[M+H-H2O]+	0.127	129.87	160.07544:1314 161.07879:120 162.08215:0	43.05752:3 55.05264:9 103.06145:3 115.05569:14 117.05836:9	4.43553E-06	3.65426E-06	3.5344E-06	4.29258E-06	8.64503E-06	6.85093E-06	3.2829E-06	4.28366E-06	9.39009E-06	7.78052E-06	5.32963E-06	1.05648E-05	5.18813E-06	6.16024E-06	3.60601E-06	4.95961E-06	3.12898E-06	6.51903E-06	8.76803E-06	2.75829E-06	8.7714E-06
450	5.871	160.09813	[M+H]+	0.032	144.79	160.09755:1089 161.1009:130 162.10426:20	43.01959:17 44.01437:10 44.05093:7 55.0521:4 55.05437:29 56.05134:41 59.04024:3 82.06695:11 100.07764:137	2.68472E-07	1.10735E-08	1.4515E-06	4.08065E-06	3.75043E-07	2.01103E-08	3.03566E-07	5.19441E-09	6.11599E-09	3.2114E-06	1.41295E-07	1.75122E-08	5.71339E-07	2.52559E-07	5.92005E-08	5.07117E-09	8.11169E-06	1.50045E-06	2.29511E-07	8.57114E-07	1.48518E-07
451	1.912	160.13026	[M+3H]+	0.508	2526	160.13005:33205 161.1334:7482 162.13676:430	35.28778:7 39.02569:40 41.04163:53 43.01929:113 44.04588:27 44.05062:100 45.03527:33 45.05855:127 47.11071:7 53.03862:27 55.05553:1252 55.30109:14 58.06707:107 59.05084:288 59.07515:33 60.08319:329 83.05194:100 101.06038:53	0.000306627	0.00025533	0.000207004	0.000234673	6.29197E-06	0.00024791	0	0.000240532	0	0.000262769	0.000192696	4.25296E-08	5.86698E-07	0.000184522	0.000276996	0.000374467	0.000277111	0.000155973	0.000290194	0.000203674	4.98066E-06
452	1.829	160.13147	[M+H]+	0.159	1802.12	160.13141:4439 161.13476:492 162.13812:0	41.04166:20 43.01931:45 44.05132:30 45.05926:40 55.05632:350 58.06788:40 59.05087:110 59.07439:20 60.08244:125 83.05013:45 91.50823:5 101.06248:40	0.000309235	0	0.000207069	0.00023461	5.61575E-05	0	0	0.000240532	0	1.6867E-07	0.000194885	4.25296E-08	5.86698E-07	0.000188497	0.000276996	0.000374314	0.0002807	0	0.000288775	0.000205988	0.000279739
453	2.448	160.13167	[M+H]+	0.175	594.71	160.13388:4216 161.13723:166 162.14059:0	39.03014:7 43.01928:40 44.05265:33 45.0606:40 55.05627:374 58.06706:40 59.05161:80 60.08318:67 73.06718:7 83.05099:27 87.40137:7 101.06241:20	3.27075E-05	2.38782E-05	2.53994E-05	2.22065E-05	2.37895E-05	2.59038E-05	4.84345E-05	2.08434E-05	0.000127025	3.88792E-05	3.25222E-05	9.51011E-05	0.000100129	2.97141E-05	3.67548E-05	9.1462E-05	8.90335E-05	2.30848E-05	3.86873E-05	4.61061E-05	3.19243E-05
454	2.035	160.13182	[M+H]+	0.063	2010.88	160.13182:22788 161.13517:1483 162.13853:92	31.96868:7 39.02477:33 39.92285:7 41.04069:27 43.02033:47 44.05168:40 45.03701:20 45.05893:40 46.50936:7 53.04273:13 55.04912:28 55.05593:392 58.0597:13 58.06826:53 59.05203:93 59.0732:13 60.0844:147 83.05146:40 101.05981:20	1.17936E-05	0.000257284	1.67104E-06	5.46565E-06	6.32052E-07	0.000249377	0.000255418	2.27862E-06	1.87557E-07	1.58884E-05	3.27803E-06	0	4.60757E-09	9.24219E-07	3.01226E-07	5.18916E-05	9.52031E-06	0.000158007	3.56864E-06	3.79705E-06	2.02975E-06
455	2.374	160.13185	[M+H]+	0.73	626.39	160.13524:2618 161.13859:0 162.14195:0	43.01997:14 44.04927:9 45.05924:11 55.05175:11 55.05629:83 59.05085:29 60.08162:23 83.05009:6 96.04996:3	1.01636E-07	2.39889E-05	2.55827E-05	2.24612E-05	2.39057E-05	2.26241E-07	3.43624E-06	2.09854E-05	0	3.88759E-05	3.27973E-05	9.51386E-05	0.00010008	3.00087E-05	3.65197E-05	9.02246E-05	8.90335E-05	3.95529E-07	3.8922E-05	4.6062E-05	3.19349E-05
456	18.394	161.13232	[M+H-H2O]+	0.079	86.62	161.13232:2145 162.13567:0 163.13903:3451		1.0643E-06	3.41434E-06	3.24954E-06	9.18378E-07	1.20699E-06	0	0	1.52543E-06	7.47578E-06	2.1042E-06	6.73692E-06	2.14249E-05	3.59851E-06	6.65072E-06	1.70846E-05	2.87874E-06	1.64701E-06	1.88157E-06	2.06043E-06	4.49015E-06	4.68716E-06
457	10.555	162.09067	[M+H-2H2O]+	0.016	160.74	162.09067:1108 163.09402:70 164.09738:0	60.08437:4 103.05647:8	2.11517E-06	3.40326E-06	4.07871E-06	3.1065E-06	1.83333E-06	8.37931E-09	3.1139E-06	5.19441E-09	6.11599E-09	3.75415E-06	4.74373E-06	7.50522E-09	3.65841E-06	5.49041E-09	2.93391E-06	3.42304E-06	3.83746E-06	3.31956E-06	2.76622E-06	2.32444E-06	2.57785E-06
458	1.415	162.11267	[M+H]+	1	6489.68	162.11053:49242 163.11388:4005 164.11724:385	39.02448:28 41.04105:100 43.01869:3223 44.05205:160 45.05931:205 57.0354:480 58.05784:13 58.06795:370 59.07524:314 59.89364:12 60.0825:933 61.03051:52 85.03126:788 86.24833:8 102.09297:573 103.04156:265 103.37117:8 162.11673:20	0.000548833	0.000600301	0.000585421	0.000625054	0.000502238	0.000432148	0.000604507	0.000582198	0.000710205	0.000511014	0.000629931	0.000832716	0.000499424	0.000573043	0.000529683	0.000573355	0.000502003	0.000569648	0.000470523	0.000442913	0.000532624
459	13.922	163.03815	[M+H]+	0.46	21.76	163.0392:1086 164.04255:150 165.04591:20	59.02029:4 77.04101:36 84.08543:8 92.02919:20 117.06567:8 122.09847:4	1.12125E-05	1.37921E-05	1.01823E-05	9.72105E-06	1.43392E-05	1.38024E-05	8.8175E-06	1.12217E-05	1.26112E-05	1.01703E-05	1.22568E-05	2.25081E-05	9.7358E-06	1.18556E-05	8.70944E-06	9.88372E-06	8.24338E-06	8.24846E-06	8.32453E-06	8.46356E-06	1.00603E-05
